doi,count
10.20938/af034037046,0
10.1111/aec.12487,16
10.1016/bs.apar.2016.06.001,19
10.1111/geb.12545,70
10.1093/gbe/evw290,26
10.1111/1365-2435.12913,23
10.1186/s12983-017-0191-3,18
10.3389/fevo.2017.00095,14
10.1086/692068,9
10.1086/690557,8
10.1111/fwb.12949,10
10.3390/f8120481,5
10.12705/651.30,0
10.1071/RJ15081,9
10.1071/Wr15071,48
10.3372/wi.46.46310,17
10.11646/zootaxa.4154.5.1,2
10.11646/zootaxa.4107.1.2,10
10.1111/rec.12359,150
10.1111/rec.12335,5
10.18195/issn.0312-3162.31(2).2016.090-162,4
10.1071/rs16011,23
10.1371/journal.pone.0148485,7
10.1371/journal.pone.0167780,54
10.4103/0973-7847.194049,37
10.7717/peerj.2179,23
10.1017/S0031182016000251,40
10.2110/palo.2015.087,26
10.1016/j.palaeo.2015.10.029,11
10.1071/pc15030,9
10.1016/j.onehlt.2016.07.004,14
10.3897/neobiota.31.6960,123
10.1007/s00572-016-0683-6,16
10.1111/mec.13754,33
10.1111/mec.13750,25
10.24199/j.mmv.2016.74.28,1
10.3391/mbi.2016.7.3.10,3
10.1017/S0025315415000521,15
10.1002/asi.23564,11
10.1111/aen.12512,9
10.1093/jpe/rtw031,2
10.1021/acs.jnatprod.6b00190,31
10.1242/jeb.137588,12
10.1111/1365-2745.12627,42
10.1016/j.jocn.2015.12.019,8
10.1111/jbi.12764,7
10.1111/jbi.12713,32
10.1111/jav.00804,9
10.1071/Is15032,15
10.1071/is15011,13
10.1017/S0940739116000023,4
10.1111/geb.12389,36
10.1111/geb.12455,28
10.1111/gcb.13280,80
10.4238/gmr.15028038,0
10.1016/j.future.2015.08.016,14
10.1111/1365-2435.12577,24
10.1111/1365-2435.12661,34
10.1016/j.foreco.2015.08.004,60
10.1016/j.foreco.2016.02.009,26
10.1002/etc.3331,16
10.1017/S037689291500020X,6
10.1071/Mu15094,6
10.1071/mu10047,17
10.1002/ece3.2332,136
10.1002/ece3.2254,11
10.1111/ele.12624,286
10.1002/ece3.2036,16
10.1016/j.ecolmodel.2016.10.004,72
10.1111/emr.12219,11
10.1016/j.ecoinf.2016.06.001,40
10.1111/ecog.01576,41
10.3390/d8030017,8
10.3390/d8040021,15
10.1093/database/baw125,45
10.1007/s10592-016-0830-9,3
10.1111/cobi.12684,72
10.1177/155019061601200204,0
10.15560/12.6.2008,1
10.17161/bi.v11i0.5860,11
10.1186/s12898-016-0103-y,29
10.1093/biosci/biv155,76
10.1111/bij.12728,9
10.1111/bij.12821,52
10.1016/j.biocon.2016.08.036,26
10.3391/bir.2016.5.4.05,8
10.3897/BDJ.4.e8080,38
10.7882/AZ.2016.030,1
10.7882/az.2015.035,1
10.1071/sb16020,1
10.1071/Sb16019,3
10.1071/SBv29n3_ED2,1
10.1071/SBv29n3_ED1,0
10.1071/Am15035,0
10.1071/Bt16034,5
10.20938/afo33148150,1
10.1080/03122417.2013.11681973,0
10.1080/03122417.2016.1183404,13
10.1007/s13313-016-0418-3,14
10.1080/14486563.2016.1152202,7
10.1111/aen.12155,14
10.1371/journal.pone.0115679,7
10.1371/journal.pone.0143402,40
10.1371/journal.pone.0124014,9
10.3897/phytokeys.48.7159,8
10.1071/pc15021,2
10.1016/j.onehlt.2015.10.003,33
10.1080/00288330.2015.1080173,4
10.1016/j.ympev.2014.09.026,24
10.1002/cben.202000013,3
10.1002/ece3.6948,10
10.1111/1541-4337.12664,15
10.1371/journal.pone.0241964,2
10.1071/Ma15021,0
10.1111/2041-210X.12242,254
10.1080/17451000.2014.928413,1
10.1017/S1755267215000524,13
10.1017/S1755267215000263,10
10.1007/s12526-014-0237-0,14
10.1186/s40409-015-0010-2,10
10.1111/jvec.12151,13
10.17087/jbnhs/2015/v112i3/114438,1
10.1111/jeb.12746,23
10.1111/jbi.12469,149
10.1111/jbi.12538,15
10.1111/1365-2664.12500,36
10.1505/146554815815982639,4
10.1016/j.ins.2014.07.028,68
10.1177/0959683614558650,15
10.1016/j.heliyon.2015.e00044,7
10.1016/j.gecco.2015.01.007,11
10.1111/geb.12368,29
10.1111/gcb.13034,39
10.3389/fpls.2015.00731,46
10.3389/fmars.2014.00081,96
10.3390/f6072281,17
10.1016/j.foreco.2015.03.002,74
10.1016/j.exppara.2015.03.005,6
10.3853/j.2201-4349.72.2020.1731,1
10.1111/ele.12488,54
10.1890/14-1510.1,47
10.1016/j.ecoinf.2015.07.006,20
10.1016/j.ecoinf.2015.06.010,132
10.1111/ecog.01252,34
10.1093/database/bau125,16
10.14195/0871-1623_34_11,1
10.3853/j.2201-4349.72.2020.1725,1
10.4102/abc.v45i1.1953,2
10.1186/s12862-015-0442-x,27
10.1093/biosci/biv104,111
10.1093/biosci/biv005,55
10.1101/034389,0
10.1111/bij.12516,97
10.1111/bij.12534,88
10.1016/j.biocon.2015.07.030,37
10.3391/bir.2015.4.1.09,5
10.3391/bir.2015.4.1.10,0
10.1016/j.biocon.2020.108867,12
10.1080/14888386.2015.1068709,38
10.7882/AZ.2015.014,6
10.7882/AZ.2015.008,6
10.1071/sb15028,3
10.1071/AM14015,0
10.1071/AM14029,12
10.1071/AM14038,18
10.1071/zo14091,14
10.1071/bt15038,35
10.1071/BT14229,1
10.1386/ajpc.4.2-3.115_1,0
10.1111/aec.12184,11
10.1111/aec.12265,26
10.1111/aec.12207,39
10.1111/aec.12233,6
10.1111/aec.12226,3
10.1080/01576895.2015.1047818,1
10.1093/aob/mcu248,19
10.1093/aob/mcu267,444
10.1007/s13280-015-0709-x,32
10.1007/s13280-015-0705-1,155
10.1111/afe.12104,4
10.1080/03115518.2015.1069460,7
10.1111/geb.12397,12
10.22323/2.15030206,19
10.19227/jzar.v4i4.166,NA
10.20396/rdbci.v14i1.8642124,1
10.1098/rsos.160018,13
10.1016/j.scitotenv.2016.01.202,21
10.1038/srep30078,14
10.1038/srep30009,31
10.3233/Sw-150190,22
10.1016/j.sajb.2016.05.001,6
10.3897/tdwgproceedings.1.20236,0
10.3897/tdwgproceedings.1.20294,0
10.3897/tdwgproceedings.1.20348,0
10.3897/tdwgproceedings.1.19941,0
10.3897/tdwgproceedings.1.20321,0
10.3897/tdwgproceedings.1.17011,0
10.1109/CIC.2017.00056,0
10.1109/eScience.2017.19,3
10.7882/AZ.2018.038,5
10.1111/ddi.12766,16
10.1002/aps3.1021,11
10.1016/j.watres.2018.07.044,24
10.1111/1365-2664.13052,7
10.1071/BT18118,2
10.1093/biolinnean/blx168,16
10.1111/rec.12898,42
10.1111/emr.12335,26
10.1007/s00704-018-2385-9,8
10.1038/sdata.2017.202,103
10.1071/BT17246,0
10.1111/ecog.02850,35
10.1111/pce.13129,107
10.1111/cobi.13178,24
10.1016/j.marpolbul.2018.09.047,2
10.1371/journal.pone.0202766,3
10.1007/s10584-018-2227-x,2
10.1016/j.eiar.2018.09.002,28
10.5334/cstp.114,43
10.1111/2041-210X.12862,6
10.1071/AM16062,1
10.1071/SB17062,5
10.1111/nph.15116,40
10.1111/jse.12315,79
10.1111/1365-2745.13083,33
10.1101/258038,1
10.3390/ijgi7080312,2
10.1016/j.ecoinf.2018.09.008,0
10.1002/edn3.173,26
10.1071/MF17387,27
10.1080/01584197.2020.1854047,5
10.1111/avj.13019,1
10.1111/jbi.13477,24
10.1098/rsos.201603,1
10.1080/03721426.2020.1848981,0
10.11646/zoosymposia.19.1.16,8
10.3897/rio.6.e62361,2
10.5334/cstp.310,2
10.1093/aob/mcy051,21
10.1111/jbi.13233,6
10.1093/biolinnean/bly187,3
10.1071/zo17059,9
10.1111/aen.12325,6
10.1080/23802359.2018.1424583,3
10.1002/jmor.20837,13
10.7882/AZ.2018.011,0
10.1111/gcb.14398,34
10.1093/database/bax100,33
10.3897/BDJ.6.e28073,8
10.3897/biss.2.25664,1
10.3897/biss.2.25487,0
10.1002/aps3.1024,53
10.1016/j.ecoinf.2018.11.003,35
10.3897/biss.2.25486,0
10.3897/biss.2.25608,2
10.3897/zookeys.846.35028,1
10.3767/persoonia.2020.44.04,2
10.4202/app.00485.2018,1
10.1016/j.rsma.2018.100449,2
10.1071/am16007,3
10.1371/journal.pone.0075078,64
10.1016/j.future.2015.07.004,10
10.1016/j.biocon.2016.09.004,385
10.1007/978-3-319-51835-0_4,3
10.7751/telopea8309,0
10.13679/j.advps.2015.1.00008,NA
10.11646/zootaxa.4126.4.1,5
10.1071/RJ15047,14
10.1111/jav.01552,2
10.1016/j.cropro.2017.02.006,4
10.1016/j.apgeochem.2017.06.007,5
10.1111/ddi.12570,11
10.2989/16085914.2017.1405788,19
10.1101/178475,1
10.1111/aec.12519,10
10.1111/ele.12156,45
10.1111/ele.12189,1151
10.1002/ece3.888,92
10.1111/emr.12055,10
10.3390/d50100124,NA
10.7751/cunninghamia.2013.005,19
10.1007/s10592-013-0504-9,23
10.1186/1472-6785-13-16,95
10.1525/bio.2013.63.10.4,10
10.1111/bij.12082,11
10.17161/bi.v8i2.4124,32
10.17161/bi.v8i2.4117,15
10.1515/bfp-2013-0038,1
10.1111/aen.12055,0
10.3377/004.048.0206,0
10.1016/j.jenvman.2014.01.018,42
10.1038/ncomms4971,40
10.1016/j.palaeo.2014.04.018,63
10.2305/IUCN.CH.2014.PARKS-20-2.NL.en,3
10.1111/pce.12251,94
10.1111/ppa.12173,84
10.1371/journal.pone.0102376,5
10.1371/journal.pone.0103515,35
10.1371/journal.pone.0092558,66
10.1371/journal.pone.0089084,22
10.1080/01584197.2020.1852574,2
10.1071/WR20070,4
10.1002/tax.12373,33
10.1007/s12526-020-01117-0,2
10.1111/icad.12443,1
10.1111/ddi.13166,10
10.1093/biosci/biaa084,1
10.1007/s10530-020-02400-8,7
10.1007/s10530-020-02387-2,3
10.1071/BT20060,0
10.1071/BT20026,2
10.1071/BT20006,2
10.1071/BT20106,5
10.1111/aec.12954,2
10.1007/s10452-020-09806-5,2
10.1371/journal.pone.0111895,17
10.1371/journal.pone.0113749,216
10.1371/journal.pone.0107510,32
10.1007/s10113-013-0577-5,14
10.1016/j.revpalbo.2013.11.003,7
10.1016/j.sajb.2014.05.002,14
10.7751/telopea20147401,0
10.7751/telopea20147400,1
10.7751/telopea20147788,1
10.1080/00049670.2014.974004,9
10.1071/wr13206,15
10.1002/zoo.21128,6
10.3897/zookeys.464.8615,46
10.3897/zookeys.454.8625,2
10.11646/zootaxa.3765.2.1,33
10.11646/zootaxa.3866.2.6,10
10.11646/zootaxa.3754.5.4,2
10.11646/zootaxa.3873.1.4,9
10.11646/zootaxa.3846.2.6,13
10.2478/dim-2020-0019,0
10.1080/08912963.2020.1832089,1
10.1002/ppp3.10141,26
10.1080/00049182.2016.1229240,16
10.1007/s10592-017-0983-1,3
10.1007/s10530-016-1332-x,23
10.1007/s10750-013-1600-z,18
10.1111/aen.12158,28
10.1016/j.envsoft.2015.10.025,62
10.3897/BDJ.4.e10279,36
10.12705/662.9,11
10.1111/j.1440-6055.2007.00601.x,45
10.1007/s12225-008-9014-1,26
10.1080/10496500903014669,3
10.1111/j.1440-6055.2009.00703.x,4
10.1071/AP09026,2
10.3897/zookeys.50.538,41
10.3897/zookeys.45.263,39
10.1002/tax.596016,32
10.1126/science.1188639,75
10.1371/journal.pone.0011831,61
10.1080/19386389.2010.506400,10
10.3724/SP.J.1003.2010.480,0
10.3724/SP.J.1003.2010.429,2
10.1111/j.1442-9993.2009.02048.x,8
10.3897/zookeys.95.1461,8
10.3897/zookeys.150.1766,73
10.3897/zookeys.150.2189,48
10.3724/SP.J.1143.2011.10239,NA
10.1080/11263504.2011.633116,15
10.1186/2041-1480-2-7,10
10.1071/MUv111n3_ED,13
10.1002/ece3.81,46
10.1111/j.1523-1739.2011.01725.x,45
10.1002/bult.2011.1720370411,6
10.1186/1471-2105-12-S15-S5,10
10.11646/zootaxa.3359.1.3,7
10.11646/zootaxa.3546.1.1,2
10.3897/zookeys.209.3135,48
10.3897/zookeys.209.3472,59
10.3897/zookeys.255.3774,22
10.3897/zookeys.209.3313,101
10.1016/j.tree.2011.09.007,367
10.1007/s00300-011-1082-2,3
10.1371/journal.pone.0029715,597
10.1371/journal.pone.0035105,367
10.1080/11263504.2012.740091,26
10.3897/phytokeys.14.3415,7
10.1016/j.ocecoaman.2012.08.009,16
10.5943/mycosphere/4/1/5,26
10.3897/mycokeys.5.4302,18
10.1016/j.ympev.2012.05.034,118
10.1080/13658816.2012.721557,7
10.1080/13658816.2012.692371,15
10.4018/jaeis.2011010101,5
10.1007/s10745-012-9518-z,50
10.1071/zo12077,11
10.1080/00048623.2012.10722254,8
10.1111/j.1442-9993.2011.02314.x,106
10.5635/ased.2012.28.4.297,1
10.11646/zootaxa.3613.3.4,17
10.11646/zootaxa.3669.3.5,1
10.11646/zootaxa.3599.6.3,5
10.11646/zootaxa.3630.3.3,23
10.3897/zookeys.293.5111,22
10.1177/0042098013482507,13
10.12705/626.4,13
10.1186/1939-8433-6-29,36
10.1002/meet.14505001061,2
10.1016/j.prevetmed.2013.09.012,29
10.1371/journal.pone.0080168,33
10.1371/journal.pone.0083404,33
10.1371/journal.pone.0076093,14
10.1371/journal.pone.0064479,58
10.1016/j.pedobi.2013.08.002,4
10.3738/1982.2278.879,1
10.1080/03014223.2012.757243,17
10.1016/j.ympev.2012.09.027,16
10.1111/2041-210x.12022,54
10.1016/j.jprot.2013.01.002,53
10.1029/2011jf002296,91
10.1093/icb/ict038,15
10.1111/icad.12022,9
10.1016/j.futures.2012.10.002,32
10.21425/f55117001,1
10.1016/j.foreco.2012.04.004,129
10.1111/evo.12107,90
10.1109/eScience.2016.7870884,2
10.1007/978-3-319-70863-8_30,0
10.3897/tdwgproceedings.1.15071,0
10.3897/tdwgproceedings.1.19802,0
10.36334/modsim.2017.g8.lowchoy,1
10.3897/tdwgproceedings.1.20252,0
10.3897/tdwgproceedings.1.20253,0
10.1007/978-3-319-57819-4_7,1
10.36334/modsim.2015.f10.lechner,0
10.1145/2857218.2857231,0
10.1016/j.proeng.2015.05.037,80
10.1109/eScience.2011.28,0
10.3109/17453054.2012.690136,0
10.1109/eScience.2013.48,13
10.13140/2.1.4057.0245,NA
10.11646/zootaxa.2157.1.1,13
10.2478/mgr-2019-0020,19
10.52547/jibs.4.3.203,9
10.1163/18759866-08501002,14
10.18473/lepi.73i3.a7,10
10.2478/hacq-2018-0008,2
10.7320/FlMedit28.145,7
10.18520/cs/v110/i11/2155-2159,18
10.26749/rstpp.153.5,2
10.3897/biss.4.59345,0
10.3897/biss.3.37470,1
10.3897/biss.3.35474,1
10.3897/biss.3.37093,0
10.3897/biss.3.37439,0
10.3897/biss.3.38318,0
10.3897/biss.3.39215,0
10.1016/j.cub.2018.12.036,56
10.1093/jxb/ers282,39
10.11646/zootaxa.2707.1.1,13
10.1016/j.biocontrol.2020.104206,9
10.1186/s40663-017-0120-0,50
10.3897/biss.4.50889,12
10.1002/ece3.3704,101
10.1007/s10530-019-02024-7,13
10.1016/j.ecss.2019.03.015,8
10.1088/1748-9326/aaf5db,10
10.12705/634.31,0
10.1071/MF12237,20
10.1002/jqs.2830,11
10.3897/zookeys.751.24791,12
10.1007/s10531-019-01807-7,17
10.11646/zootaxa.4858.2.3,4
10.3391/bir.2020.9.2.27,0
10.1007/s10592-019-01197-x,4
10.1016/j.biocon.2015.08.017,57
10.1177/0959683619875805,2
10.1111/cobi.13669,17
10.1007/978-3-030-29829-6_43,3
10.1111/jbi.13416,1
10.1080/03014223.2015.1122639,1
10.1080/00779962.2020.1820125,1
10.1111/nph.16496,5
10.3897/natureconservation.18.12235,19
10.1111/mec.15409,16
10.1111/mec.15287,25
10.24199/j.mmv.2018.77.03,0
10.1093/mspecies/sey015,11
10.1093/jmammal/gyz058,19
10.1111/jbi.13795,3
10.1016/j.jaridenv.2016.10.002,14
10.1016/j.jaridenv.2018.01.003,13
10.1186/s40104-017-0180-6,35
10.3390/insects11060341,30
10.1016/j.gloplacha.2018.12.007,26
10.1016/j.fbr.2020.01.002,24
10.3389/fnut.2020.600215,6
10.1093/ee/nvaa160,0
10.1071/Mu16005,0
10.1080/01584197.2017.1296330,4
10.1007/s12231-019-09479-8,20
10.1002/ece3.66,80
10.1002/ece3.4039,4
10.1016/j.ecoleng.2018.03.006,23
10.7751/cunninghamia.2013.13.001,2
10.7751cunninghamia.2013.004,NA
10.1093/botlinnean/boaa021,9
10.1007/s10530-018-1897-7,17
10.1016/j.biocon.2019.05.032,34
10.1080/09583157.2018.1504886,4
10.1071/Sb10044,7
10.1071/Sb17004,1
10.1071/am16010,3
10.1071/bt17036,6
10.1071/BT19127,1
10.1071/BT14138,2
10.1080/00049158.2016.1275101,8
10.1016/j.marenvres.2021.105267,14
10.1111/aen.12213,2
10.1111/aec.12806,11
10.5194/acp-20-6193-2020,8
10.1093/aob/mcx020,53
10.3732/ajb.1500343,58
10.1093/zoolinnean/zlaa184,7
10.1073/pnas.2018093118,88
10.1093/biolinnean/blaa188,3
10.1007/s00265-021-02978-6,3
10.1101/2021.01.19.427338,1
10.5530/pj.2021.13.36,6
10.1111/aen.12514,9
10.1071/SB17026,3
10.1007/s10531-015-0973-x,6
10.1002/ece3.1747,23
10.1177/0959683615618261,15
10.1186/s13071-016-1403-y,14
10.1071/mu15018,5
10.1038/s41598-018-22436-0,22
10.1093/jmammal/gyx015,30
10.1038/sdata.2016.43,13
10.1111/nph.14855,212
10.1371/journal.pone.0166407,8
10.1371/journal.pone.0150159,37
10.1071/BT14119,6
10.1371/journal.pone.0155252,20
10.1111/geb.12798,0
10.1002/ece3.2095,57
10.1111/mec.12553,9
10.1109/Cse.2013.146,13
10.1007/978-3-642-41230-1_25,1
10.1016/j.ufug.2013.06.006,38
10.7882/AZ.2014.002,0
10.1080/17451000.2012.706306,11
10.1071/Bt15134,23
10.1007/s10531-013-0457-9,32
10.1016/j.biocon.2015.07.022,37
10.1016/j.biocon.2017.12.008,3
10.1007/s10530-015-1035-8,15
10.1007/s10530-013-0613-x,30
10.1098/rsbl.2014.0278,24
10.1186/s12915-017-0435-x,76
10.1111/boj.12021,22
10.1111/csp2.100,13
10.1016/j.cropro.2017.10.016,0
10.1111/ddi.12351,22
10.1111/ecog.03431,31
10.1002/ece3.4598,13
10.1002/ece3.1915,7
10.3389/fgene.2015.00132,28
10.1016/j.gecco.2020.e01376,1
10.1038/s41437-018-0073-2,44
10.1111/jbi.12230,47
10.1111/jbi.12711,27
10.1111/j.1365-2699.2012.02756.x,24
10.1111/1365-2745.12107,13
10.1016/j.jenvman.2015.05.039,18
10.1016/j.landusepol.2015.03.010,4
10.1038/ncomms5473,187
10.1080/01584197.2017.1324249,6
10.1016/j.funeco.2014.08.005,11
10.3390/genes11090963,5
10.1111/icad.12235,9
10.1071/wf16105,9
10.1614/ipsm-d-13-00052.1,7
10.1111/jbi.12585,8
10.1016/j.marpetgeo.2014.12.016,13
10.1016/j.marenvres.2017.09.015,54
10.17082/j.2204-1478.59.2014.2014-1,0
10.17082/j.2204-1478.59.2015.2015-04,2
10.17082/j.2204-1478.60.2017.2016-13,0
10.1111/mec.14341,62
10.1016/j.ympev.2017.01.019,19
10.1016/j.ympev.2017.07.015,14
10.1016/j.ympev.2017.01.008,41
10.3390/molecules23010231,60
10.1111/nph.13715,41
10.1071/PC19017,4
10.1104/pp.16.01313,40
10.1371/journal.pone.0113976,21
10.1371/journal.pone.0141813,19
10.1371/journal.pone.0243937,1
10.3853/j.2201-4349.72.2020.1721,0
10.7751/telopea8767,0
10.1007/s11262-013-1007-y,4
10.1071/Bt16190,0
10.1071/sb12014,4
10.1111/bij.12512,9
10.3390/fire1030039,22
10.1016/j.sajb.2014.02.013,14
10.1093/sysbio/syt102,36
10.1007/s11295-015-0864-z,26
10.1071/Rj16050,7
10.11646/zootaxa.3754.2.8,4
10.1016/j.phytochem.2020.112645,13
10.1093/biolinnean/blaa225,3
10.1007/s10592-018-1051-1,3
10.1071/WR18159,2
10.1111/trf.15336,5
10.1071/PC20008,3
10.11646/zootaxa.4755.2.4,0
10.1007/s11252-020-00969-5,10
10.1071/RJ18048,0
10.1080/03721426.2019.1655935,0
10.1111/rec.12905,6
10.1007/s00606-019-01589-z,8
10.1007/s11104-019-03966-6,10
10.1038/s41598-019-56794-0,11
10.1371/journal.pone.0222680,10
10.1371/journal.pone.0201276,14
10.1071/PC20041,3
10.7751/telopea12181,0
10.1080/03721426.2018.1444911,3
10.1007/s11295-019-1338-5,6
10.1016/j.toxicon.2014.04.011,6
10.1016/j.rser.2016.04.013,92
10.1111/rec.13275,8
10.11646/zootaxa.4097.3.7,0
10.7751/telopea2013017,7
10.22605/RRH4044,13
10.7751/telopea20147991,0
10.1094/PDIS-04-14-0353-RE,21
10.1371/journal.pone.0143746,17
10.11646/zootaxa.4231.4.3,0
10.1093/aob/mcx022,14
10.1016/j.aquabot.2020.103235,9
10.1111/aec.12789,16
10.1111/aec.12803,2
10.1111/aen.12363,2
10.1071/BT16104,5
10.7882/AZ.2019.022,0
10.3897/tdwgproceedings.1.20525,0
10.1111/jbi.12066,9
10.3390/d8030016,6
10.1071/sb14012,3
10.1071/Sb16045,5
10.1080/08120099.2014.903858,14
10.1071/Bt13209,9
10.3390/plants9121699,4
10.11646/zootaxa.4894.1.3,1
10.1007/s10980-015-0230-4,50
10.3853/j.2201-4349.68.2016.1648,7
10.1071/Mu16014,2
10.1371/journal.pone.0167723,10
10.1007/s10811-020-02288-w,1
10.3853/j.2201-4349.70.2018.1715,4
10.1111/jbi.12615,9
10.1186/2050-7445-1-36,5
10.1016/j.ympev.2015.07.003,16
10.1071/wr15096,7
10.1007/s10530-015-0996-y,91
https://dx.doi.org/10.12944/CRNFSJ.8.3.07,NA
10.1038/srep41367,15
10.1093/beheco/aru031,16
10.1186/s12862-016-0798-6,11
10.18195/issn.0312-3162.29(2).2014.128-140,9
10.1111/gcb.12729,101
10.1111/gcb.13771,35
10.1016/j.ecolmodel.2020.109388,2
10.1017/S0025315415000831,6
10.1002/jqs.2960,16
10.1086/682336,2
10.1111/jbi.13473,10
10.1002/ece3.7099,6
10.1016/j.ympev.2014.06.001,6
10.3897/evolsyst.1.14665,2
10.3854/crm.5.073.latisternum.v1.2014,2
10.1017/s1755267214000098,2
10.1002/ece3.3238,15
10.1038/sdata.2018.33,8
10.1071/BT13290,5
10.1155/2014/671041,7
10.1016/j.pbi.2016.03.018,20
10.7751/telopea2012008,4
10.1111/nph.14084,23
10.1080/00049158.2017.1365402,11
10.1016/j.ecoinf.2017.02.006,42
10.1111/aen.12258,41
10.1007/s10340-017-0938-9,5
10.1016/j.phytochem.2018.04.011,4
10.1636/JoA-S-17-079.1,7
10.1636/JoA-S-17-057.1,10
10.3897/zookeys.756.24397,15
10.1111/aen.12367,14
10.1093/biolinnean/bly070,3
10.1038/s41467-018-05898-8,40
10.1111/jbi.13127,11
10.1016/j.envexpbot.2018.06.037,6
10.1038/sdata.2017.206,39
10.3390/f11121371,7
10.1071/PC18017,3
10.1007/s00468-012-0693-8,11
10.1007/s10453-015-9399-x,29
10.1111/aen.12504,1
10.20938/afo34131136,0
10.20938/afo33001013,2
10.1080/00049158.2015.1076754,12
10.1071/BT14193,7
10.1071/AM15027,3
10.1071/SB15038,20
10.1071/Sb15030,3
10.7882/AZ.2017.019,4
10.7882/AZ.2014.041,0
10.1007/s10530-017-1646-3,17
10.1111/bij.12672,10
10.1111/brv.12132,86
10.1111/cobi.13149,24
10.1111/een.12295,12
10.1002/ecm.1326,59
10.1653/024.095.0448,9
10.1016/j.biocon.2015.07.032,8
10.1371/journal.pone.0154431,9
10.1071/ZO20029,0
10.1093/aob/mcaa203,5
10.1038/sdata.2016.53,14
10.1088/2051-672x/4/2/024007,46
10.1080/13235818.2015.1064366,7
10.3390/d12110422,1
10.11646/zootaxa.4861.2.2,0
10.1670/19-024,1
10.1002/ece3.6833,4
10.1186/s13002-020-00403-2,4
10.3390/f11070779,46
10.1111/jfb.14506,3
10.1007/s10592-021-01340-7,4
10.1071/SB19049,0
10.1071/AM20052,0
10.1071/ZO20074,1
10.1071/BT20116,1
10.1111/aec.13003,1
10.1111/acv.12437,11
10.3390/ecologies2010003,4
10.1016/j.cub.2020.10.053,84
10.1093/biolinnean/blaa174,2
10.1017/inp.2020.24,10
10.1093/aob/mcab020,4
10.1080/22041451.2020.1886965,0
10.1038/s42003-021-01760-8,23
10.1002/edn3.74,61
10.1002/ece3.7225,4
10.18195/issn.0313-122x.85.2020.117-183,1
10.1071/ZO19042,0
10.1071/WR19201,5
10.1111/ens.12434,1
10.1071/RJ20010,4
10.1007/s10530-020-02295-5,1
10.1071/IS20004,5
10.7751/telopea14543,0
10.1071/AM20008,0
10.3897/zookeys.966.56308,0
10.1111/jbi.12153,39
10.1101/2020.02.03.932715,0
10.1111/mec.12291,36
10.1016/j.foreco.2020.118292,9
10.1016/j.gecco.2021.e01626,1
10.11646/zootaxa.4951.3.9,0
10.1007/s00359-020-01459-x,4
10.1007/s10980-021-01208-8,1
10.1002/ece3.6712,12
10.1016/j.geomorph.2018.11.013,9
10.1038/s41559-020-01379-8,4
10.1111/eva.12971,5
10.3897/jhr.81.59365,5
10.1038/s41467-021-21266-5,36
10.1016/j.biocon.2020.108709,9
10.1093/biolinnean/blaa218,3
10.1007/s00572-019-00899-x,5
10.1643/h2020064,3
10.1071/BT19097,3
10.1016/j.gecco.2019.e00720,6
10.14522/darwiniana.2021.91.928,1
10.3390/insects12060491,11
10.5252/zoosystema2021v43a15,0
10.3390/life11060553,2
10.1111/jzo.12906,6
--,NA
10.1007/s12542-021-00550-1,10
10.1007/s00114-021-01739-9,4
10.3390/d13060250,0
10.1080/09583157.2021.1936451,4
10.1016/j.ttbdis.2021.101758,2
10.7882/AZ.2021.013,0
10.1007/s00114-021-01737-x,5
10.1111/mam.12251,18
10.1002/ece3.7714,0
10.3390/md19060302,5
10.1038/s41597-021-00919-6,5
10.1071/AN19693,4
10.1111/jvs.13018,14
10.1111/jse.12731,13
10.1111/emr.12445,3
10.1111/icad.12493,20
10.1111/evo.14140,8
10.1111/ddi.13265,48
10.1111/aec.13029,1
10.1111/2041-210X.13593,27
10.1080/01584197.2021.1925921,1
10.1002/widm.1394,11
10.1002/edn3.190,13
10.1002/ece3.7412,9
10.1002/ece3.7333,8
10.3372/wi.51.51112,2
10.1111/mec.15829,1
10.1071/MF21057,8
10.7320/FlMedit31.031,0
10.1111/ele.13787,8
10.1071/AM20060,0
10.1071/ZO20062,2
10.1071/BT20029,2
10.20938/afo38059065,0
10.1111/aec.13034,10
10.3390/d13040139,6
10.1111/2041-210X.13629,5
10.1007/s10530-021-02474-y,5
10.7882/AZ.2020.030,1
10.1098/rspb.2021.0225,18
10.21273/HORTSCI15603-20,1
10.5586/am.55210,0
10.3853/j.1835-4211.33.2021.1767,0
10.1080/00779962.2021.1891849,0
10.1016/j.biocontrol.2021.104594,5
10.1007/s11160-021-09639-x,3
10.1017/S0376892920000405,1
10.4039/tce.2020.74,0
10.1186/s40317-016-0107-6,18
10.1186/s40317-014-0021-8,48
10.1371/journal.pone.0128160,3
10.1016/j.biocontrol.2021.104555,4
10.1016/j.plaphy.2021.03.001,2
10.1038/s41437-021-00418-9,7
10.1007/s10531-021-02136-4,4
10.1016/j.biocon.2021.109031,7
10.18195/issn.0312-3162.35.2020.053-062,2
10.3389/fevo.2021.615119,7
10.1016/j.jhydrol.2021.126127,4
10.3389/fmars.2021.622299,19
10.7717/peerj.10857,0
10.18195/issn.0312-3162.29(2).2014.141-148,2
10.3354/meps13567,4
10.1111/ddi.13200,19
10.1071/FP20247,5
10.1371/journal.pone.0213820,15
10.1016/j.rsma.2021.101610,0
10.3390/d13020060,3
10.1111/aen.12498,2
10.1101/2020.06.01.127415,3
10.1071/WR17143,7
